train_loss,val_loss
0.43412011109647297,2.2629099607467653
0.19836065755003973,2.0009167313575746
0.21840865952628,1.3042277932167052
0.32009924877257573,1.4305498719215393
0.36145750355152856,1.3452160954475403
0.34317755429517655,1.5762563228607178
0.2679124634890329,1.9056094288825989
0.2997107857749576,1.1264765202999114
0.23112189258847918,1.2286614418029784
0.20840560935792468,0.9485009372234344
0.21544861353579023,1.223314642906189
0.20937769398802802,1.632975959777832
0.19966452547482083,1.3077540695667267
0.18236282957451685,0.9367828965187073
0.15870768087250844,0.8509428918361663
0.15008047145037423,0.6087038844823838
0.20951611456416902,1.4860365629196166
0.15635954780238015,0.8153589546680451
0.16824711284467153,1.1453701436519623
0.1395940871465774,1.04225692152977
0.1534947110073907,1.742562222480774
0.1350537679734684,0.46916010677814485
0.10547852530365899,0.5834698557853699
0.12715579838979812,0.671832287311554
0.12590128985189256,0.5079990148544311
0.10351913230759757,0.5723252415657043
0.1247901038044975,0.6052318722009659
0.09561888362680163,0.38951673209667204
0.09338176406565167,0.5379801213741302
0.09942021554424649,0.6823595464229584
0.09764219898553121,0.5538084775209426
0.09366046537955602,0.7573440074920654
0.10825617221139726,0.43876724541187284
0.09324820431925002,0.5092590421438217
0.08699430461440767,0.44800351560115814
0.10533357390335628,1.1411992967128755
0.0944572158512615,0.4358612149953842
0.0816454105079174,0.4282015100121498
0.07737224126855533,0.5090394854545593
0.07856688371726445,0.3649150937795639
0.08379307786623637,0.41153264343738555
0.07779943613069398,0.33964002281427386
0.07292722094626654,0.32210384905338285
0.07581310985343796,0.37941996157169344
0.07722337597182818,0.29543872773647306
0.07421482418264662,0.42555773854255674
0.07126834420930772,0.29792238473892213
0.07220310969721704,0.3447208508849144
0.09219918385857627,0.47208031117916105
0.06882512842615446,0.25703903287649155
0.06521811566892124,0.3408166363835335
0.06844288493905748,0.34227698147296903
0.07089787750017075,0.37965947985649107
0.07186542887772833,0.42750818431377413
0.06486572509720212,0.3278316751122475
0.06317162272476015,0.32060103863477707
0.06859024582164629,0.3779798924922943
0.06312475147701445,0.39511118084192276
0.06247316648562749,0.37441171109676363
0.057112076452800205,0.37815556675195694
0.05427119362921942,0.3339651435613632
0.05459982855688958,0.3375187486410141
