train_loss,val_loss
0.3717987149244263,1.8652891755104064
0.11571843879563468,2.2059871673583986
0.1664608114532062,1.7150017738342285
0.24223210102035886,1.0773305237293243
0.2984511972892852,2.0342984199523926
0.263095659727142,1.3280181169509888
0.20825722700073607,1.312521755695343
0.2061159006186894,1.2196102261543273
0.19658568487280892,0.758185213804245
0.1680467140816507,0.6011959165334702
0.17202472104912714,1.0038750171661377
0.1425588561665444,0.8656249940395355
0.15773593684037526,0.5531048089265823
0.1597597435826347,0.7638779997825622
0.1735613131806964,0.653254023194313
0.13603198663109825,1.092315125465393
0.16626828525747572,0.8422963917255402
0.1284493971438635,0.7377888560295105
0.10683204162688482,0.7711369931697846
0.12445973711354393,0.9730601012706757
0.1072166479059628,0.5777139395475388
0.10873923301696778,0.430429108440876
0.1292753707794916,0.807952219247818
0.10705629956154596,0.6775278449058533
0.10557567172107242,0.5431278079748154
0.09245459238688152,0.5536038428544998
0.10286436875661215,0.7783641457557678
0.12244211250827426,0.6850528657436371
0.1292868814298085,0.5287662357091903
0.09851183940966925,0.5654462933540344
0.09060673557576679,0.5024022072553634
0.1113936280920392,0.7616146445274353
0.09833297105062576,0.38068931698799136
0.08477333627995991,0.6292667150497436
0.0828229940363339,0.4123319134116173
0.0818777586732592,0.4206141769886017
0.08324010255081313,0.5073121130466461
0.09638593033665703,0.4800405204296112
0.07774155398919469,0.4311849072575569
0.07375882668864159,0.4870175540447235
0.07741303940614065,0.5165713518857956
0.07223930483063062,0.4633183926343918
0.07207246979787237,0.36049598902463914
0.06960532910057476,0.48863096833229064
0.07054028635223707,0.4214180290699005
0.06847651111228126,0.4230987370014191
0.07714322425779842,0.3968002051115036
0.06699094463671956,0.41221064925193784
0.06354528658446812,0.3861407294869423
0.06314860699432237,0.3840604409575462
0.059567198973326456,0.4335222110152245
0.061781280629691626,0.37907048910856245
0.059959920105480013,0.5198938697576523
0.058119639186632065,0.3838488280773163
0.05708021766373089,0.3581178769469261
0.061813731846355253,0.42714631706476214
0.057368687398376916,0.3985137030482292
0.05980352603253864,0.40937609821557996
0.06101160248120626,0.358352467417717
0.054917292935507636,0.40136001259088516
0.05383775138429233,0.35691545009613035
0.05345246908920152,0.4064453557133675
0.0514788514091855,0.4008995294570923
0.052478278428316115,0.42052632123231887
0.05177030545615015,0.39908908158540723
0.05083569178269023,0.43471319377422335
0.05128375930445535,0.442959189414978
0.050638407114006224,0.46946771293878553
0.04879758946952366,0.4342463582754135
0.04957950008766992,0.44625687450170515
0.04977114338959966,0.5119221061468124
0.050620941853239426,0.4250069513916969
0.04786676718365578,0.4534821256995201
