train_loss,val_loss
0.35252675087679,2.5032049417495728
0.11622797413950875,2.561486530303955
0.1613486946338699,1.6441144108772279
0.23451351126035055,1.2220741391181946
0.26922375361124673,1.100753504037857
0.19921164512634276,0.9881263196468353
0.22578347296941847,0.928746473789215
0.19686872547581083,1.4261695742607117
0.15628542268560047,0.5802377939224244
0.18978102930954524,0.9580908417701721
0.1807576442048663,0.5246291249990463
0.15709342225676493,0.6069571882486343
0.1623491883277893,0.7736358225345612
0.16221933634508223,0.4938754975795746
0.1585107011454446,0.44514734745025636
0.1247459290992646,0.5565745294094085
0.14509771019220352,0.5658543825149536
0.12508100533769245,0.88031907081604
0.13476771598770504,0.5791562587022782
0.12275437301113493,0.4848509669303894
0.11877795990024294,0.3839009299874306
0.10875579963127772,0.9044373095035553
0.10656946216310774,0.39286763966083527
0.09960096166247413,0.3606808751821518
0.09611650847253345,1.0422769963741303
0.11987470537424087,0.46038990914821626
0.12359204959301721,0.3848470449447632
0.09022513266120638,0.4907823532819748
0.09564543607689086,0.49309239685535433
0.0852279435311045,0.4936988949775696
0.0864706311907087,0.5404668748378754
0.09244597525823683,0.3778877675533295
0.08031606113626844,0.42270742654800414
0.08071193652493613,0.3914901167154312
0.08202524504491261,0.31849425435066225
0.07711622360206785,0.3169497162103653
0.08647998397548994,1.368476688861847
0.0800118007120632,0.3541679888963699
0.07148185131095705,0.37285867482423785
0.0765759788453579,0.47963740974664687
0.08143672254823503,0.26654242128133776
0.09831259105177152,0.30206655859947207
0.07713940505470548,0.41638695299625395
0.07003922178631737,0.44119026213884355
0.07167619644176393,0.46383166313171387
0.06856830091703506,0.3022385239601135
0.0632319443282627,0.32501488775014875
0.06406568572634742,0.4710225313901901
0.06125485946734746,0.5705507844686508
0.060452203310671304,0.42951963990926745
0.06340166592881794,0.7514439046382904
0.06304782994446301,0.38439711779356
0.05880258576500984,0.4040091022849083
